,majority_protein_ids,gene_name,num_aas,mw_daltons,red_light_intensity_uE_m_s,copies_per_cell,NC_per,Ce_per,NC_total,Ce_total,NOSC,fraction_transmembrane,fraction_transmembrane_C,condition,growth_mode,stress,dataset,strain,species,organism_key,growth_rate_hr
5921,P74130,"trpE2,slr1979",485,54270.0,220,0.02793636,2451.0,-368.92,68.47201836,-10.306281931200001,-0.1505181558547531,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5922,P74135,sll1873,121,12906.0,220,43.79704,575.0,-126.17000000000004,25183.298000000003,-5525.872536800002,-0.2194260869565218,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5923,P74136,lytR,463,50774.0,220,0.251184,2249.0,-369.92,564.912816,-92.91798528000001,-0.1644819919964428,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5924,P74137,sll1871,674,74934.0,220,0.013913343,3349.0,-695.21,46.595785707,-9.672695187030001,-0.2075873395043296,0.0623145400593471,0.0662884443117348,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5925,P74138,slr1982,123,13659.0,220,0.506008,593.0,-106.09,300.062744,-53.682388720000006,-0.1789038785834738,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5926,P74139,slr1983,603,66707.0,220,0.13796336,2989.0,-550.54,412.37248304,-75.9543482144,-0.1841886918701906,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5927,P74142,"rps1b,slr1984",305,33795.0,220,1.2314832,1485.0,-149.57,1828.752552,-184.19294222399998,-0.1007205387205387,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5928,P74144,sll1866,199,21634.0,220,0.13142626,970.0,-211.86,127.4834722,-27.8439674436,-0.2184123711340206,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5929,P74145,sll1390,249,27394.0,220,2.071604,1238.0,-251.5,2564.645752,-521.0084059999999,-0.2031502423263328,0.0883534136546184,0.1066235864297253,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5930,P74148,sll1388,154,17292.0,220,0.558621,775.0,-125.69,432.931275,-70.21307349,-0.1621806451612903,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5931,P74152,slr1467,222,24620.0,220,0.3117154,1104.0,-161.60000000000002,344.13380159999997,-50.37320864,-0.1463768115942029,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5932,P74153,slr1468,149,16750.0,220,0.2630802,766.0,-151.61,201.51943319999998,-39.885589122,-0.1979242819843342,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5933,P74154,slr1470,131,14902.0,220,5.697738,672.0,-142.01999999999998,3828.8799360000003,-809.19275076,-0.2113392857142856,0.1908396946564885,0.2023809523809523,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5934,P74155,"yidC,alb3,slr1471",384,42626.0,220,2.479516,1940.0,-469.31000000000006,4810.261039999999,-1163.66165396,-0.2419123711340206,0.15625,0.172680412371134,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5935,P74157,sll1384,314,34545.0,220,1.1348038,1537.0,-249.67,1744.1934406,-283.326464746,-0.1624398178269356,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5936,P74158,"suhB,sll1383",287,31296.0,220,0.4121188,1394.0,-189.52,574.4936072,-78.10475497600001,-0.1359540889526542,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5937,P74159,petF,122,13838.0,220,0.2866524,598.0,-9.729999999999992,171.4181352,-2.7891278519999974,-0.0162709030100334,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5938,P74160,slr1474,269,30437.0,220,0.0701085,1353.0,-121.37,94.8568005,-8.509068645000001,-0.0897043606799704,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5939,P74162,sll1380,214,23884.0,220,1.956714,1069.0,-141.58,2091.727266,-277.03156812000003,-0.1324415341440598,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5940,P74163,"pyrB,slr1476",331,36393.0,220,0.08864426,1616.0,-247.42,143.24912416,-21.9323628092,-0.1531064356435643,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5941,P74165,sll1377,479,54134.0,220,0.09977618,2465.0,-419.24,245.94828370000002,-41.8301657032,-0.170077079107505,0.1670146137787056,0.1805273833671399,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5942,P74167,"MgdE,sll1376",410,45955.0,220,0.2004236,2109.0,-449.05,422.6933724,-90.00021758000001,-0.2129208155523945,0.1463414634146341,0.1559981033665244,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5943,P74171,sll1371,232,26099.0,220,0.2397852,1149.0,-155.88,275.5131948,-37.377716976,-0.1356657963446475,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5944,P74172,rfbM,367,40464.0,220,0.3510286,1827.0,-305.44000000000005,641.3292522,-107.21817558400002,-0.1671811713191023,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5945,P74175,hlyD,583,64706.99999999999,220,2.283386,2820.0,-382.21,6439.148520000001,-872.73296306,-0.1355354609929078,0.0360205831903945,0.0340425531914893,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5946,P74176,hlyB,1011,112090.0,220,1.673576,5050.0,-996.45,8451.558799999999,-1667.6348052,-0.1973168316831683,0.0949554896142433,0.1015841584158415,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5947,P74177,"rpoC1,slr1265",626,70977.0,220,8.679478,3166.0,-543.94,27479.227348,-4721.11526332,-0.1718066961465572,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5948,P74178,sll1178,615,69141.0,220,0.4652028,3128.0,-496.6,1455.1543584,-231.01971048000001,-0.1587595907928388,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5949,P74179,slr1266,185,19529.0,220,0.310309,883.0,-141.37,274.002847,-43.86838333,-0.1601019252548131,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5950,P74180,"ftsW,slr1267",393,43038.0,220,0.03912678,2016.0,-622.74,78.87958848,-24.3658109772,-0.3088988095238095,0.5063613231552163,0.5148809523809523,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5951,P74181,"ggt,slr1269",518,55988.0,220,0.0299752,2504.0,-312.80999999999995,75.0579008,-9.376542311999998,-0.1249241214057507,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5952,P74182,slr1270,526,57734.0,220,0.2138126,2515.0,-155.41000000000005,537.738689,-33.22861616600001,-0.06179324055666,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5953,P74183,rffM,246,28126.0,220,0.2306642,1276.0,-175.44,294.32751920000004,-40.467727248,-0.1374921630094044,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5954,P74184,slr1272,254,28029.0,220,0.3455414,1238.0,-93.47,427.7802532,-32.297754658,-0.0755008077544426,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5955,P74185,slr1273,146,15714.0,220,1.345182,704.0,-121.69,947.008128,-163.69519758,-0.1728551136363636,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5956,P74186,pilM,367,40879.0,220,1.532018,1812.0,-299.56,2776.0166160000003,-458.93131208000005,-0.1653200883002207,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5957,P74187,slr1275,284,30034.0,220,0.7031628,1332.0,-227.73,936.6128496,-160.13126444399998,-0.1709684684684684,0.0739436619718309,0.0743243243243243,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5958,P74188,slr1276,275,30067.0,220,1.323544,1335.0,-207.62,1766.9312400000001,-274.79420528,-0.1555205992509363,0.0727272727272727,0.0764044943820224,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5959,P74189,gspD,785,84641.0,220,1.1641608,3742.0,-555.03,4356.2897136,-646.1441688240001,-0.1483244254409406,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5960,P74191,sll1173,244,28014.0,220,0.2587928,1260.0,-215.65,326.07892799999996,-55.80866732,-0.1711507936507936,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5961,P74193,"thrC,sll1172",382,40414.0,220,2.31985,1798.0,-271.5,4171.090300000001,-629.839275,-0.1510011123470522,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5962,P74195:P74627:P74059,slr1282,119,13932.0,220,0.11562615,752.3333333333334,-154.87333333333333,86.98940685000001,-17.907407271,-0.20585733274257864,,,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5963,P74202,slr1287,336,35927.0,220,0.1286986,1599.0,-203.36,205.78906139999998,-26.172147296000002,-0.1271794871794871,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5964,P74206,sll1446,320,34759.0,220,0.08748536,1518.0,-137.51,132.80277648,-12.0301118536,-0.0905862977602108,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5965,P74207,"leuD,sll1444",200,21587.0,220,1.286544,953.0,-93.59,1226.0764319999998,-120.40765296,-0.098205666316894,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5966,P74208,"pyrG,sll1443",552,61514.0,220,1.0718794,2744.0,-384.88,2941.2370736000003,-412.544943472,-0.1402623906705539,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5967,P74210,slr1529,835,93990.0,220,0.021351917,4350.0,-1112.12,92.88083895000001,-23.745893934039998,-0.2556597701149425,0.2083832335329341,0.2204597701149425,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5968,P74211,"pdxH,fprA,sll1440",214,24586.0,220,1.103252,1106.0,-75.53,1220.196712,-83.32862356,-0.0682911392405063,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5969,P74214,"ffh,slr1531",482,52145.0,220,1.821956,2283.0,-400.33,4159.525548,-729.3836454799999,-0.1753526062198861,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5970,P74215,"gatB,sll1435",495,54717.0,220,2.664682,2428.0,-391.75,6469.847896,-1043.8891735,-0.1613467874794069,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5971,P74216,mrcA,650,70274.0,220,0.1258841,3140.0,-481.16,395.276074,-60.570393556,-0.1532356687898089,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5972,P74217,"nnr,sll1433",524,55224.0,220,0.11971978,2484.0,-513.42,297.38393351999997,-61.466529447599996,-0.2066908212560386,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5973,P74218,"hypB,sll1432",285,31243.0,220,0.2516612,1366.0,-75.44999999999999,343.76919919999995,-18.987837539999994,-0.0552342606149341,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5974,P74219,slr1533,115,12778.0,220,0.2850748,570.0,-91.82,162.492636,-26.175568136,-0.1610877192982456,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5975,P74220,slr1534,301,32906.0,220,0.1573102,1487.0,-213.36,233.92026740000003,-33.563704272,-0.1434835238735709,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5976,P74223,glnH,296,32661.0,220,0.09261176,1463.0,-263.53,135.49100488,-24.4059771128,-0.1801298701298701,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5977,P74226,"rpsJ,rps10,sll1101",105,12037.0,220,33.75328,528.0,-94.15,17821.731839999997,-3177.8713119999998,-0.1783143939393939,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5978,P74227,"tuf,tufA,sll1099",399,43733.0,220,154.7106,1927.0,-308.03,298127.3262,-47655.506118,-0.1598495070057083,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5979,P74228,"fusB,fus,sll1098",691,75430.0,220,3.046652,3341.0,-531.55,10178.864332,-1619.4478705999998,-0.1590990721340915,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5980,P74229,"rpsG,rps7,sll1097",156,17384.0,220,43.50214,759.0,-98.18,33018.12426,-4271.0401052,-0.1293544137022398,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5981,P74230,"rpsL,rps12,sll1096",126,14176.0,220,14.560574,619.0,-100.34999999999998,9012.995306,-1461.1536009,-0.1621163166397415,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5982,P74232,"purD,slr1159",419,44016.0,220,0.9444724,1962.0,-361.67,1853.0548488,-341.587332908,-0.1843374108053007,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5983,P74233,slr1160,204,22261.0,220,2.471534,982.0,-135.76,2427.046388,-335.53545584,-0.1382484725050916,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5984,P74236,slr1161,199,22952.0,220,1.1527248,1031.0,-143.57,1188.4592688,-165.496699536,-0.1392531522793404,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5985,P74240,"nrdA,slr1164",767,85636.0,220,0.26289324,3804.0,-434.82,1000.0458849599999,-114.31123861679998,-0.1143059936908517,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5986,P74241,"sat,slr1165",390,43695.0,220,5.463728,1966.0,-293.36,10741.689247999999,-1602.83924608,-0.1492166836215666,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5987,P74242,slr1166,354,39289.0,220,0.3499917,1779.0,-281.16,622.6352343,-98.40366637200002,-0.158043844856661,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5988,P74243,sll1092,128,14814.0,220,0.1737648,677.0,-155.67,117.6387696,-27.049966415999997,-0.2299409158050221,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5989,P74246,slr1167,385,41188.0,220,0.12690488,1821.0,-287.54,231.09378648,-36.4902291952,-0.1579022515101592,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5990,P74248,slr1169,278,30966.0,220,0.4566991,1387.0,-143.68,633.4416517000001,-65.618526688,-0.1035904830569574,0.0719424460431654,0.0814708002883922,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5991,P74250,"gpx1,slr1171",169,18452.0,220,0.730519,839.0,-131.48999999999998,612.905441,-96.05594330999999,-0.1567222884386173,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5992,P74251,sll1089,213,23491.0,220,1.041554,1041.0,-91.41,1084.257714,-95.20845114000001,-0.0878097982708933,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5993,P74254,slr1173,463,52541.0,220,0.06998134,2370.0,-339.03000000000003,165.8557758,-23.7257737002,-0.1430506329113924,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5994,P74257,"glpD,sll1085",553,61574.0,220,0.0271824,2749.0,-369.1,74.7244176,-10.03302384,-0.1342670061840669,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5995,P74258,"ggpS,sll1566",499,56801.0,220,0.9349596,2568.0,-419.2,2400.9762528,-391.93506432,-0.1632398753894081,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5996,P74266,"rplU,rpl21,slr1678",124,13669.0,220,16.52153,606.0,-116.15,10012.04718,-1918.9757095,-0.1916666666666666,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5997,P74267,"rpmA,rpl27,ssr2799",87,9448.5,220,29.01544,403.0,-8.110000000000003,11693.22232,-235.3152184000001,-0.0201240694789081,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5998,P74268,"ddpX,vanX,slr1679",247,28437.0,220,0.05925088,1282.0,-133.51000000000002,75.95962816,-7.910584988800001,-0.1041419656786271,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
5999,P74269,"cimA,sll1564",547,59819.0,220,0.05656421,2639.0,-295.27,149.27295019,-16.7017142867,-0.1118870784388025,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6000,P74273,sll1563,939,107190.0,220,0.09618478,4843.0,-807.94,465.82288954,-77.7115311532,-0.1668263473053892,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6001,P74275,putA,990,110030.0,220,1.552308,4904.0,-696.96,7612.518432,-1081.89658368,-0.1421207177814029,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6002,P74276,slr1681,320,33124.0,220,0.2199958,1492.0,-285.20000000000005,328.2337336,-62.74280216000001,-0.1911528150134048,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6003,P74281,sll1559,384,40768.0,220,16.45634,1818.0,-345.65,29917.62612,-5688.133921,-0.1901265126512651,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6004,P74282,slr1686,141,15498.0,220,0.31758,674.0,-85.96000000000001,214.04891999999998,-27.2991768,-0.1275370919881305,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6005,P74283,ssl3044,99,10818.0,220,1.4737736,470.0,-76.06,692.673592,-112.095220016,-0.1618297872340425,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6006,P74285,"cugP,sll1558",388,42768.0,220,0.2474766,1937.0,-393.4,479.36217419999997,-97.35729443999999,-0.2030975735673722,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6007,P74286,sucD,302,32252.000000000004,220,0.4426752,1440.0,-275.58,637.452288,-121.99243161599999,-0.191375,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6008,P74287,"fni,sll1556",349,37541.0,220,0.044409725,1671.0,-251.62,74.208650475,-11.1743750045,-0.1505804907241173,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6009,P74288,sll1555,368,41472.0,220,0.2273436,1837.0,-295.55999999999995,417.6301932,-67.193674416,-0.160892759934676,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6010,P74290,"mutM,fpg,slr1689",287,32061.0,220,1.0763662,1421.0,-147.58999999999995,1529.5163702,-158.86088745799995,-0.1038634764250527,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6011,P74292,"nadE,slr1691",558,61075.0,220,0.15808134,2757.0,-524.94,435.83025438,-82.9832186196,-0.1904026115342764,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6012,P74293,slr1692,332,37992.0,220,0.037990025,1718.0,-309.04,65.26686294999999,-11.740437326,-0.1798835855646099,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6013,P74294,slr1693,380,43673.0,220,0.529639,1965.0,-367.42,1040.7406349999999,-194.59996138,-0.1869821882951653,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6014,P74295,slr1694,150,17342.0,220,1.0335754,769.0,-107.66,794.8194825999999,-111.27472756399999,-0.1399999999999999,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6015,P74296,"pheT,sll1553",810,87887.0,220,3.005198,3879.0,-543.4100000000001,11657.163042,-1633.0546451800003,-0.1400902294405775,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6016,P74297,"spkB,slr1697",574,63079.0,220,0.3116846,2764.0,-229.37,861.4962343999999,-71.491096702,-0.0829848046309696,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6017,P74298,sll0921,222,24165.0,220,0.3252772,1053.0,-155.95999999999998,342.5168916,-50.73023211199999,-0.1481101614434947,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6018,P74299,"ppc,sll0920",1034,118940.0,220,0.8671378,5313.0,-754.59,4607.1031314,-654.333512502,-0.1420271033314511,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6019,P74300,slr0935,152,16411.0,220,0.1300116,752.0,-191.66000000000005,97.76872320000001,-24.91802325600001,-0.2548670212765958,0.3092105263157895,0.3151595744680851,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6020,P74302,slr0937,417,46100.0,220,0.16962154,2002.0,-147.4,339.58232308,-25.002214996,-0.0736263736263736,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6021,P74303,slr0938,459,50226.0,220,0.5585706,,,,,,,,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6022,P74305,pqqE,524,59588.0,220,0.4618492,2665.0,-352.96000000000004,1230.8281180000001,-163.01429363200003,-0.1324427767354596,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6023,P74306,"crtQ,slr0940",489,54369.0,220,1.709618,2450.0,-386.94000000000005,4188.5641000000005,-661.5195889200002,-0.157934693877551,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6024,P74307,slr0941,147,17215.0,220,0.4224604,784.0,-137.73,331.20895360000003,-58.185470892,-0.1756760204081632,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6025,P74308,slr0942,327,36014.0,220,0.5875758,1626.0,-273.32,955.3982507999999,-160.596217656,-0.1680934809348093,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6026,P74309,"fda,fbaB,slr0943",300,33149.0,220,0.699937,1462.0,-227.73,1023.307894,-159.39665301,-0.155766073871409,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6027,P74314,slr0947,234,26264.0,220,6.739458,1155.0,-182.02,7784.07399,-1226.71614516,-0.1575930735930736,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6028,P74315,slr0948,215,23830.0,220,0.24555154,1074.0,-255.94,263.72235396,-62.8464611476,-0.2383054003724394,0.1627906976744186,0.1601489757914339,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6029,P74316,sll0913,201,22997.0,220,0.12904988,1049.0,-207.44,135.37332412,-26.7701071072,-0.1977502383222116,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
6030,P74317,sll0912,636,72173.0,220,0.14118622,3199.0,-439.5,451.65471778,-62.05134369,-0.1373866833385433,0.0,0.0,photobio_220_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.081
